# command: /scratch/shared/beegfs/angelyhe/AIMS-MP2/chamfer_eval.py /scratch/shared/beegfs/angelyhe/AIMS-MP2/data/a-benchtop-monocular-laboratory-microscope-a-hea/normed/objs /scratch/shared/beegfs/angelyhe/AIMS-MP2/R-DMesh/output_videos/rdmeshdit/f/rdmesh/meshes/a-benchtop-monocular-laboratory-microscope-a-hea/from_normed_gt/aligned_objs --export /scratch/shared/beegfs/angelyhe/AIMS-MP2/R-DMesh/chamfer_results/normed/a-benchtop-monocular-laboratory-microscope-a-hea.csv
frame,chamfer_squared
0,0.007469100175793105
1,0.007453032286379986
2,0.007509542507057787
3,0.007517794226180359
4,0.007615809974898238
5,0.007363518915517713
6,0.0074261624850150715
7,0.007668594187402287
8,0.00746031279047055
9,0.00758853264166307
10,0.007760495048768856
11,0.007790206016070366
12,0.0076184848240754156
13,0.008033219590346242
14,0.007728118741489305
15,0.008038981020886234
16,0.008028682658159376
17,0.007947669745965441
18,0.008030091939951915
19,0.008047783114912457
20,0.008232401892301018
21,0.008070776382826793
22,0.008382568743912579
23,0.008306154543879521
24,0.008595307696577258
25,0.00836724673352801
26,0.008564393769082093
27,0.008621667483587146
28,0.008626094649825845
29,0.008937912304919695
30,0.008798681907288837
31,0.008881454459861073
32,0.008998277691310213
33,0.0088392662734238
34,0.00889790987436882
35,0.008929135446638842
36,0.00892211823394178
37,0.009090664621839021
38,0.008987525814442648
39,0.009082603754853636
40,0.009117325061481087
41,0.008992402426569809
42,0.009033317924701603
43,0.009003166706365024
44,0.009112283924203848
45,0.009080814693198588
46,0.00915385719514512
47,0.00886264181195215
48,0.009323937644729439
49,0.009052643328268342
50,0.009194204358735242
51,0.009153164429240104
52,0.008943691775847688
53,0.008878725828980801
54,0.008916702900334384
55,0.009350537750209902
56,0.008991128009036495
57,0.009160913347918702
58,0.00913774846820739
59,0.009346163223969292
60,0.009099722549520057
61,0.009066715527023532
62,0.009416272409687084
63,0.009418417314657743
64,0.009497215694686832
65,0.009207376756243002
66,0.009264547925020142
67,0.009355365884567653
68,0.009449866317285411
69,0.009530550418331788
70,0.009367385827777562
71,0.009351404102490468
72,0.009342698575133849
73,0.00927301475698356
74,0.009085728751728053
75,0.009104839877912878
76,0.009265972453164099
77,0.009100479129334434
78,0.009009435357308422
79,0.009164737486848628
80,0.009047223438916266
81,0.008969144253486327
82,0.009335369348946231
83,0.008979114594687651
84,0.009134522173481908
85,0.009056216545136702
86,0.008909335169995227
87,0.008896357188713944
88,0.008953007044637204
89,0.009024808803616828
90,0.008794531068810832
91,0.008990375587737085
92,0.00875429174655914
93,0.008778704528892107
94,0.008703959994616026
95,0.00871354932462064
96,0.008484820136132967
97,0.008680415280934906
98,0.008565276238682652
99,0.008549800153160052
100,0.008561990410817644
101,0.008544725593777704
102,0.008473232581506548
103,0.008470705739372452
104,0.008604398371398318
105,0.008386804245551448
106,0.008327420198769307
107,0.00841826854424627
108,0.008104430809263992
109,0.008187582884258745
110,0.00795038903299996
111,0.00826554919282627
112,0.008022100591212491
113,0.008011398859219357
114,0.008050216974198558
115,0.007867324272454096
116,0.008028362290587959
117,0.007902425596366502
118,0.0077251052423047825
119,0.007879320568229852
120,0.007669914835597092
121,0.007769789385075333
122,0.007656608554341703
123,0.007620132384988843
124,0.007595093689854856
125,0.007411996961929622
126,0.007655430042002096
127,0.007543651483295221
128,0.007540871653903131
