# command: /scratch/shared/beegfs/angelyhe/AIMS-MP2/chamfer_eval.py /scratch/shared/beegfs/angelyhe/AIMS-MP2/data/crow-eat/normed/objs /scratch/shared/beegfs/angelyhe/AIMS-MP2/R-DMesh/output_videos/rdmeshdit/f/rdmesh/meshes/crow-eat/from_normed_gt/aligned_objs --export /scratch/shared/beegfs/angelyhe/AIMS-MP2/R-DMesh/chamfer_results/normed/crow-eat.csv
frame,chamfer_squared
0,0.03031489153819423
1,0.030145017757657797
2,0.030354239302904748
3,0.030835136838216502
4,0.029812698720350705
5,0.030345292142106888
6,0.030445977932495042
7,0.02952833848613637
8,0.02946630517888446
9,0.030348401847399516
10,0.030089060832176197
11,0.028940684421123554
12,0.02893436607721679
13,0.02922137543463661
14,0.029556402071692637
15,0.02959226659639893
16,0.0298092395913653
17,0.030060609616183114
18,0.02898775754686346
19,0.030095238828874493
20,0.029820449109897697
21,0.028937661391874057
22,0.02993132426806846
23,0.028873549474483607
24,0.029478583892735135
25,0.029651589416522784
26,0.029647264495998485
27,0.030015673007562995
28,0.029237288803788355
29,0.029648173946268737
30,0.029370276760681765
31,0.03021601937374717
32,0.02928195849553499
33,0.02999402826777312
34,0.028921325654559144
35,0.02879728578746497
36,0.02889983804083201
37,0.02815038611437748
38,0.027959504972443493
39,0.027407128186679695
40,0.02754772862588
41,0.028063237852913654
42,0.0271646826973202
43,0.026683329042577884
44,0.027368709995589453
45,0.02647589607870397
46,0.025428648352632487
47,0.0251496380224167
48,0.024125788845820458
49,0.023704996662878102
50,0.022631247364375086
51,0.022509090740354072
52,0.022647233969700097
53,0.022724993496780407
54,0.022733362399873003
55,0.022917722494157498
56,0.022712346625938497
57,0.02294122238175186
58,0.022754680182659248
59,0.02309046131244393
60,0.02225910921461377
61,0.022999195611723387
62,0.02350800696265463
63,0.02355009623448693
64,0.023390124281084144
65,0.023883432725418107
66,0.02494690023347267
67,0.02570467225596902
68,0.025551915822380068
69,0.026154496300000753
70,0.025707213075456335
71,0.026401385567070314
72,0.02717456787497809
73,0.026497890294483604
74,0.026883545342527862
75,0.02692153868711806
76,0.026930338000769268
77,0.026205881117818245
78,0.026594973851322205
79,0.027233009055407032
80,0.02725995324929279
81,0.027102811808191667
82,0.02777719191649724
83,0.027695541429040585
84,0.027505997059610918
85,0.027024658732929988
86,0.02666490567012139
87,0.02763722337466849
88,0.028349556731649087
89,0.027466326896297487
90,0.027429114198131835
91,0.027392594049361722
92,0.02743985859698079
93,0.027025468536697666
94,0.025400527465365173
95,0.02561803464819444
96,0.024503632525629884
97,0.023505714039281176
98,0.023490827580260384
99,0.023406686547972233
100,0.02285265465190084
101,0.023427893900618984
102,0.023238499098409925
103,0.023337862618104055
104,0.02301651425858406
105,0.022816899966735266
106,0.02373158052535654
107,0.0231246321846644
108,0.0234014755882172
109,0.02388937580807593
110,0.024173451493024866
111,0.02400338030584333
112,0.023541531157107717
113,0.024798317672707636
114,0.02379860272605626
115,0.02348948416608443
116,0.02345609058835055
117,0.023783609612792727
118,0.023755332037445648
119,0.023599430363873453
120,0.023410163411264753
121,0.0229313085531267
122,0.023967859125457947
123,0.024324600833348517
124,0.024115516446606346
125,0.023750585879223032
126,0.023550897651347255
127,0.02427531659110528
128,0.023408002385811158
129,0.023331034910476646
130,0.02347405464047977
131,0.02305630408847465
132,0.023214819711216566
133,0.023250819576808236
134,0.02355426933923071
135,0.02295075967919053
136,0.023034162703849
137,0.022556780361847693
138,0.023113189928018425
139,0.022698971311038416
140,0.02334288611393831
141,0.022355088284908356
142,0.023180187987332318
143,0.02399025445036498
144,0.023237352774477835
145,0.023150495229940626
146,0.023499989515703482
147,0.023704515681243075
148,0.023293392222516498
149,0.023498125123815772
150,0.023501420035851237
151,0.02356330155584896
152,0.023675666695272168
153,0.023527272911852037
154,0.023339685845850458
155,0.023539853378909653
156,0.02320496970477782
157,0.02416182487157441
158,0.023915549703277226
159,0.02472953759343968
160,0.025274731955868168
161,0.024328287126860946
162,0.024746341852397376
163,0.02585087083715242
164,0.026218641373565433
165,0.025894058252999008
166,0.02602404568323686
167,0.025920363325261403
168,0.025783494482501924
169,0.026232767306704072
170,0.026318241999377084
171,0.026347566563876944
172,0.02742050039040125
173,0.028131223858524672
174,0.028372542450215477
175,0.030067198909651156
176,0.030539175231433124
177,0.03153124490637843
178,0.0324463794934242
179,0.033656030665247735
180,0.032518525569364284
181,0.03239002985351057
182,0.0321250497917689
183,0.0318253154942648
184,0.03131874641115124
185,0.031160205702664638
186,0.030063619388246237
187,0.03049021581540633
188,0.03037613906520716
189,0.029630982470972646
190,0.029775053063558158
191,0.03065493871050867
192,0.02994075381091658
193,0.03001055079954507
194,0.030223083587824055
195,0.03035107344991099
196,0.030576640323153628
197,0.030208816703252015
198,0.030419059235392423
199,0.030286249579588753
200,0.02992799287832693
201,0.029483467137967345
202,0.029593616163548248
203,0.030334787174995537
204,0.029803722723403207
205,0.02973028813158865
206,0.029402686555875586
207,0.029918030071380296
208,0.030169634960817385
209,0.030018802862957782
210,0.031041526315186613
211,0.030114604629879166
212,0.02980676432285762
213,0.030949443637831742
214,0.030714284473435386
215,0.030091592825899162
216,0.03035719433254744
217,0.0297660037767382
218,0.03082073922667586
219,0.0302965204228163
220,0.03080403827281686
221,0.030008381141820705
222,0.030470707172576356
223,0.030673112838853083
224,0.030731337673506044
225,0.029758337718258372
226,0.030636696220293337
227,0.030583846015343835
228,0.030561148695601646
229,0.030538175005354502
230,0.030003338933626188
231,0.03050636501227724
232,0.030424847313098437
233,0.02989213107977272
234,0.030606707977917747
235,0.030532788511061105
236,0.03017047200651335
237,0.03037415165643863
238,0.029730472007926625
239,0.02984120173792781
240,0.029336225677654974
241,0.029377559473721004
242,0.029233987373912217
243,0.03028224249230404
244,0.02983628104886763
245,0.03007696190335667
246,0.030976382149731134
247,0.03025830299740865
248,0.030495005762896
249,0.030313018030698274
