pair_name,frame,path_a,path_b,num_points,chamfer_squared
eat_eat__eat,0,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.011670980533711559
eat_eat__eat,1,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.012879071278307935
eat_eat__eat,2,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.014049112676645137
eat_eat__eat,3,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.01594307540849539
eat_eat__eat,4,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.017488960734768785
eat_eat__eat,5,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.01963273832784284
eat_eat__eat,6,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.020770767990743462
eat_eat__eat,7,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.02196716849576913
eat_eat__eat,8,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.021935178519585846
eat_eat__eat,9,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.023029387441166387
eat_eat__eat,10,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.023545690907139295
eat_eat__eat,11,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.023312143422063693
eat_eat__eat,12,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.023136044066353063
eat_eat__eat,13,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.022863320376312585
eat_eat__eat,14,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.022257420052329974
eat_eat__eat,15,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.021858699178549018
eat_eat__eat,16,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.021398027096936247
eat_eat__eat,17,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.02019514815905071
eat_eat__eat,18,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.019356859034050898
eat_eat__eat,19,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.018518907728079743
eat_eat__eat,20,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.017366626671120135
eat_eat__eat,21,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.016199296014822232
eat_eat__eat,22,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.015358580708245235
eat_eat__eat,23,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.014647114695510036
eat_eat__eat,24,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.013904722485966744
eat_eat__eat,25,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.013483212421937998
eat_eat__eat,26,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.013127513507421404
eat_eat__eat,27,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.012790128709562214
eat_eat__eat,28,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.012692443036635718
eat_eat__eat,29,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.012528972270495356
eat_eat__eat,30,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.012551738070887917
eat_eat__eat,31,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.012646880537967631
eat_eat__eat,32,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.012701172771237858
eat_eat__eat,33,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.012621932394540122
eat_eat__eat,34,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.0126503232931772
eat_eat__eat,35,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.01267378722187405
eat_eat__eat,36,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.012851001636626986
eat_eat__eat,37,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.012879601596671845
eat_eat__eat,38,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.012903318362903224
eat_eat__eat,39,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.013084173380167251
eat_eat__eat,40,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.013061020501843015
eat_eat__eat,41,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.01294672977801527
eat_eat__eat,42,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.013117258386875923
eat_eat__eat,43,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.012908352753869364
eat_eat__eat,44,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.012929442018553478
eat_eat__eat,45,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.013149519279621758
eat_eat__eat,46,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.013113410307013757
eat_eat__eat,47,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.013029596659795032
eat_eat__eat,48,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.013062723979923196
eat_eat__eat,49,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.012992086993069231
eat_eat__eat,50,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.013057026209164928
eat_eat__eat,51,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.01299615279509005
eat_eat__eat,52,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.013010732231133037
eat_eat__eat,53,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.012869734318427042
eat_eat__eat,54,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.013049096374469764
eat_eat__eat,55,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.0131788593305209
eat_eat__eat,56,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.01304636070556232
eat_eat__eat,57,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.01294519707550101
eat_eat__eat,58,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.013257548337561896
eat_eat__eat,59,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.012955500660549766
eat_eat__eat,60,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.013033032845563947
eat_eat__eat,61,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.012894812643348495
eat_eat__eat,62,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.012825666521993895
eat_eat__eat,63,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.01291208148794484
eat_eat__eat,64,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.012778718626485384
eat_eat__eat,65,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.012871360702714899
eat_eat__eat,66,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.012976950184177435
eat_eat__eat,67,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.013169146348626853
eat_eat__eat,68,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.013151872633180978
eat_eat__eat,69,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.013175830084478993
eat_eat__eat,70,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.01307995548834771
eat_eat__eat,71,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.013231509925824031
eat_eat__eat,72,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.013060851527349607
eat_eat__eat,73,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.013059500337004343
eat_eat__eat,74,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.013083967686727652
eat_eat__eat,75,output_videos/rdmeshdit/f/rdmesh/meshes/eat_eat.fbx,test_data/meshes/eat.fbx,10000,0.01307086507762413
